100,100,1000,1000
100,111.69,1000,1044.1
100,109.56,1000,1044.1
103.27,104.53,1091,1041.1
105.41,101.39,1029.7,1041.1
105.41,101.39,1029.7,1002.6
116.92,108.59,1022.4,1002.6
109.09,96.739,1022.4,1016.3
100.58,96.739,1022.4,1016.3
118.85,96.739,1022.4,1016.3
119.82,94.552,997.03,1016.3
119.82,109.7,1085.6,1016.3
119.82,120.72,1085.6,1016.3
119.82,120.72,1083.9,1016.3
130.41,120.72,1055.7,1016.3
135.77,120.72,1055.7,1016.3
135.77,120.72,1055.7,976.15
135.29,126.91,1113.8,1025.2
139.18,110.15,1077,1025.2
139.18,132.56,1077,1025.2
140.48,126.36,1092.4,1025.2
154.19,124.85,1092.4,1025.2
158.01,127.63,1092.4,1025.2
159.23,135.54,1092.4,1025.2
151.51,120.05,1034.8,986.37
146.26,110.68,1023.6,986.37
153.26,115.7,1023.6,986.37
156.41,110.02,1052.2,986.37
151.67,110.02,1008.7,986.37
136.31,105.21,1008.7,1012.3
127.79,105.08,1008.7,1012.3
127.91,111.75,1088.7,1012.3
121.91,111.75,1088.7,1012.3
113.6,107.86,1017,1012.3
130.05,108.03,1017,1043.7
135.44,108.03,1017,1043.7
135.44,108.03,1066.9,1021.8
135.76,106.52,1066.9,1018.2
136.94,103.23,976.13,1018.2
135.27,103.23,1001.1,1018.2
136.2,103.23,1001.1,1030
130.89,112.31,1001.1,1030
126.32,110.12,1001.1,966.32
126.32,122.5,1001.1,966.32
126.32,101.78,1033.2,1027.2
136.28,94.362,1033.2,1027.2
110.68,95.452,994.79,1013.7
118.19,103.35,994.79,1013.7
108.56,103.35,1038.6,1008.9
108.56,103.6,1038.6,1008.9
112.56,101.64,1048.7,1008.9
131.3,100.02,1070.2,1008.9
129.67,102.05,1068.5,1008.9
123.95,102.05,1068.5,1070.8
141.94,127.31,1068.5,970.87
138.68,119.83,1068.5,945.77
163.04,119.83,1068.5,992.34
148.05,134.45,1098.4,957.01
137.83,123.4,1098.4,946.64
137.83,108.13,1098.4,1027.2
141.58,108.13,1049.9,1027.2
140.37,108.13,1049.9,1027.2
129.17,120.69,1049.9,1027.2
121.14,119.2,1049.9,1027.2
116.64,139.33,1049.9,1027.2
111.4,147.12,1049.9,1027.2
111.4,128.59,1049.9,1027.2
112.46,128.59,1049.9,1027.2
117.29,123.05,1049.9,1027.2
127.56,129.18,1049.9,1049.7
127.56,118.32,1049.9,981.18
143.21,118.32,1027.5,1001.4
143.21,106.72,1077.5,1001.4
149.14,112.48,1077.5,1001.4
154.77,104.99,1102.3,1003
126.5,104.99,1102.3,1003
126.5,113.4,1081.2,1003
126.5,119.09,1068,1060.4
126.5,119.38,1068,1033.2
126.5,109.05,1068,1033.2
109.47,104.18,994.23,1033.2
131.9,104.18,994.23,1002.2
116.52,126.97,1062.5,1002.2
119.29,136.05,1025.8,1002.2
119.29,134.68,1025.8,1002.2
155.47,117.66,1025.8,1002.2
154.92,131.65,1025.8,1002.2
155.61,131.65,1121.4,1047.3
155.61,141.78,1150,989.11
159.67,141.78,1136.6,1002.8
165.89,141.78,1040.3,1002.8
165.89,141.78,1040.3,1002.8
169.44,130.28,1095.2,1002.8
169.44,156.99,1095.2,1006.7
181.52,142.32,1095.2,1006.7
165.36,127.26,1091.3,1004.2
160.83,127.26,1091.3,1004.2
143.14,117.28,1091.3,1004.2
143.14,128.6,1091.3,1048.2
143.14,129.97,1027.1,1048.2
140.7,129.97,1056.9,1067.2
139.91,129.97,1056.9,978.84
139.91,129.97,1022.1,978.84
145.62,130.83,1022.1,1041.6
145.62,130.83,1096.8,1041.6
178.28,118.95,1096.8,1041.6
181.37,116.86,1096.8,1041.6
178.66,125.37,946.46,1044.2
175.45,125.37,946.46,1044.2
167.38,128.69,1044.3,1044.2
167.38,136.68,1057.8,1008
167.38,136.68,1057.8,1008
162.24,136.68,1039.2,1027.1
162.24,136.68,1039.2,1027.1
161.53,148.97,1128.5,976.55
155.53,148.97,1078.4,976.55
155.53,145.57,1078.4,976.55
150.95,145.42,1078.4,976.55
150.95,145.42,1078.4,976.55
159.52,131.88,1062.7,976.55
136.13,114.07,1062.7,977.59
132.57,114.07,1062.7,1030
129.94,117.75,1062.7,1030
151.84,122.82,1062.7,1030
174.61,122.82,1062.7,1030
148.22,122.34,1087.6,1030
154.81,119.69,1087.6,1016.5
175.15,119.69,1087.6,1016.5
177.13,141.58,1087.6,1016.5
177.13,141.58,1087.6,1016.5
168.92,141.58,1073.6,1010.8
168.92,140.15,1036.6,1010.8
179.71,135.85,1036.6,1010.8
144.2,135.85,1036.6,1010.8
146.35,135.85,1036.6,1010.8
118.09,135.85,1036.6,1010.8
127.91,135.85,1036.6,1010.8
127.91,135.85,1036.6,1010.8
127.91,134.07,1036.6,1010.8
127.91,118.12,1036.6,993.85
141.27,118.12,1092.5,993.85
123.2,123.99,1092.5,993.85
123.2,123.99,1092,993.85
123.2,123.99,1090.6,993.85
118.68,121.55,1090.6,993.85
134.37,121.44,991.54,993.85
128.89,128.48,975.21,1043.5
128.89,103.82,975.21,1043.5
128.89,119.26,975.21,1043.5
141.78,109.47,1089.1,1043.2
153.16,109.47,1089.1,1033.7
153.16,114.62,1089.1,1033.7
143.16,129.91,1089.1,1033.7
140.79,115.3,1093.3,1033.7
145.32,115.3,1082.8,1033.7
134.1,118.11,1082.8,1033.7
144.16,122.37,1049.8,1058.7
130.82,115.55,1049.8,1058.7
121.12,115.55,1049.8,1058.7
114.52,115.55,1114.2,1058.7
132.09,132.95,1114.2,1058.7
156.55,132.95,1114.2,1061
156.55,131.72,1114.2,1061
169.45,137.16,1114.2,996.78
169.45,137.16,1097,996.78
169.45,139.48,1097,996.78
161.19,121.54,1097,996.78
127.45,121.58,1097,996.78
127.45,121.58,1097.1,967.17
131.43,121.58,1097.1,967.17
131.43,131.51,1097.1,967.17
167.67,131.51,1097.1,967.17
167.67,131.51,1105.9,967.17
138.28,131.51,1046.8,1022.8
142.81,129.58,1059.6,1022.8
149.78,145.04,1059.6,1022.8
149.78,135.17,1059.6,1034.3
149.78,135.17,1078.5,1034.3
149.78,119.25,1078.5,1023.4
138.65,134.5,1078.5,1023.4
138.65,157.19,1101.7,1023.4
137.88,139.32,1101.7,1023.4
137.88,117.17,997.93,1023.4
143.33,146.09,997.93,1023.4
154.03,121.28,1023.3,1023.4
154.03,121.28,1045,1023.4
129.92,125.29,1072.8,1023.4
130.45,143.87,1072.8,1023.4
130.45,126.31,1031.6,984.01
122.57,126.31,1031.6,971.11
117.96,126.31,1031.6,1029
117.96,126.31,1031.6,1013.4
117.96,117.29,1066,1013.4
136.69,117.29,1042.8,1013.4
146.15,117.29,1042.8,1013.4
114.85,110.91,1042.8,1013.4
125.64,103.34,1042.8,1013.4
126.13,103.34,1028.5,1013.4
115,108.9,1028.5,1013.4
115,106.85,1058.9,1028.4
115,121.06,1058.9,1028.4
115,121.06,1058.9,1028.4
141.18,121.06,1086.6,1028.4
129.68,121.06,1086.6,1031.6
156.09,121.06,1066.1,1031.6
155.6,121.06,1066.1,1031.6
139.34,117.38,1066.1,1031.6
139.34,113.88,1066.1,1031.6
156.75,113.88,1078.1,1037.8
156.75,123.42,1078.1,1037.8
153.46,128.88,1078.1,1037.8
153.46,128.88,1078.1,980.66
153.46,128.88,1044,980.66
133.67,133.1,1044,1016
144.88,136.94,1044,1004.2
124.25,113.2,1058.7,1004.2
142,113.2,1058.7,966.1
139.21,131.69,1130.7,967.22
139.21,126.3,1130.7,1022.1
171.04,140.46,1130.7,1022.1
171.04,140.46,1130.7,1022.1
157.55,140.46,1130.7,969.66
157.55,141.77,1130.7,969.66
157.55,109.58,1130.7,953.22
157.55,109.58,1067.9,953.22
157.55,110.09,1067.9,1021.2
157.55,110.09,1067.9,1012.8
130.44,110.09,1067.9,954.02
130.44,135.12,1067.9,954.02
150.81,146.38,1067.9,954.02
150.81,112.88,1059.2,1078
125.17,119.08,1027,1078
125.17,119.08,1027,1049
125.17,106.99,1034.2,1069.9
125.17,106.99,1103.5,1086.2
125.17,124.98,1103.5,1086.2
170.89,124.98,1103.5,1086.2
133.69,124.98,1055,1086.2
138.51,124.98,1055,1086.2
141.7,124.98,1022.9,1091.6
141.7,111.44,998.13,1091.6
119.41,111.44,998.13,1070.8
119.41,119.47,1103,1070.8
161.2,129.91,1111.4,1035.8
161.2,144.44,1101.4,1035.8
161.2,106.21,1014,1048.7
161.2,131.8,1014,1048.7
122.28,119.74,1004.3,1048.7
122.28,119.74,1004.3,1048.7
94.516,119.74,1004.3,1048.7
94.516,119.74,1004.3,937.84
94.516,98.888,1014.6,943.04
138.45,98.888,1014.6,1083.3
138.45,106.1,1014.6,972.09
137.86,110.76,1033.9,972.09
112.88,125.6,1067.6,972.09
128.25,125.6,939.52,972.09
128.25,125.6,939.52,1002.2
128.25,125.6,1107.2,985.86
128.25,111.86,1060.2,1051.1
126.13,90.129,1060.2,1051.1
120.33,120.22,1060.2,1028.9
110.86,120.22,1060.2,1028.9
137.1,115.81,1060.2,1028.9
137.1,134.38,1060.2,1020.9
144.16,127.35,1060.2,1020.9
144.16,113.12,1026.7,1078.8
144.16,126.85,1026.7,1078.8
144.16,126.85,1056.6,1078.8
144.16,126.85,1056.6,1078.8
144.16,114.77,1123.1,1078.8
168.35,145.78,1123.1,1078.8
168.35,125.33,1086,1078.8
150.37,125.33,1086,1087.9
150.37,100.04,1050.5,1087.9
134.85,101.49,1050.5,1016.8
110.2,125.59,1050.5,1016.8
110.2,124.98,1050.5,1007.1
110.2,124.98,1050.5,1007.1
157.27,123.58,1050.5,998.47
166.43,122.03,1129.9,998.47
166.43,133,1076.1,998.47
142.32,133,1076.1,976.31
142.32,133,1108.3,976.31
148.69,133,1108.3,976.31
148.69,109.89,1108.3,1080.9
122.04,109.89,1125.9,1033.2
156.06,145.9,1129.8,1033.2
156.06,135.88,1124.9,1033.2
181.95,140.21,1107.9,1043.8
181.95,140.21,1132.1,991.91
137.84,140.21,1132.1,1038.6
132.94,140.21,1113.8,1038.6
137.08,140.21,1113.8,1038.6
137.08,140.21,1113.8,1039.7
136.36,140.21,1113.8,964.08
136.36,140.21,1075.2,964.08
136.36,133.13,1075.2,1062.4
136.36,135.29,1075.2,1062.4
135.38,138.5,1092.5,1062.4
135.38,115.79,1092.5,1002.9
135.38,115.79,1092.5,1002.9
135.38,122.9,1067.2,1002.9
142.23,123.29,1055.7,1028.5
142.23,123.29,1055.7,1018.4
139.85,123.29,1055.7,1018.4
139.85,123.29,1055.7,1018.4
139.85,123.29,1058.1,1018.4
122.24,120.75,1005.3,1018.4
122.24,120.75,1051,1018.4
122.24,134.81,1065.6,1018.4
122.24,134.81,1065.6,1018.4
145.97,134.81,1065.6,1018.4
145.97,134.81,1065.6,1018.4
160.18,134.81,1089.5,994.63
156.06,134.81,1085.4,994.63
156.06,122.29,1085.4,993.27
156.06,122.29,1085.4,1020.4
156.06,122.29,1085.4,1020.4
156.06,122.29,1085.4,1020.4
156.06,122.29,1085.4,1028.6
156.06,122.29,1090.1,991.55
156.06,122.29,1090.1,1019.5
156.06,122.29,1090.1,1019.5
131.25,122.29,1093.4,1019.5
128.4,122.29,1004.1,1019.5
128.4,118.16,1000,1019.5
123.82,118.16,1000,1019.5
123.82,113.37,1085.1,1019.5
123.82,119.78,1085.1,1007.3
164.8,154.37,1085.1,1007.3
164.8,154.37,1085.1,984.92
173.97,154.37,1059.9,1015.5
166.09,161.54,1059.9,1015.5
166.09,100.83,1059.9,1015.5
124.47,100.83,1059.9,1015.5
124.47,123.85,1059.9,1015.5
124.47,123.85,1030.2,998.93
124.47,123.85,1030.2,998.93
119.59,93.179,1091.3,998.93
119.59,110.21,973.66,998.93
119.59,110.21,1014.7,989.29
119.59,106.59,1014.7,989.29
155.01,106.59,1109,989.29
155.01,141.36,1048.3,989.29
155.01,141.36,1048.3,989.29
155.01,141.36,1091.3,989.29
176.59,141.36,1091.3,989.29
176.59,141.36,1091.3,989.29
176.59,141.36,1091.3,989.29
169.95,141.36,1091.3,1074.2
169.95,141.36,1042.8,1074.2
167.4,132.31,1042.8,1065.6
164.48,138.69,1042.8,1065.6
162.18,138.69,1033.7,1065.6
153.01,175.54,1033.7,1065.6
153.01,175.54,1033.7,1009.3
153.01,106.05,1070.7,1008.6
153.01,106.05,1070.7,1008.6
141.35,106.05,1070.7,1008.6
149.03,112.6,1036.8,1008.6
149.03,112.6,1036.8,1008.6
147,147.72,1036.8,1008.6
141.89,152.72,1065.2,976.13
141.89,111.12,1065.2,1012.7
131.01,127.65,1070.4,1012.7
138.21,127.65,1070.4,1012.7
138.21,127.65,1070.4,1012.7
144.03,127.65,1070.4,1012.7
144.03,115.92,1070.4,1012.7
144.03,133.16,1070.4,1012.7
158.74,133.16,1070.4,1012.7
158.74,133.16,1070.4,977.11
150.5,133.16,1070.4,1022
150.5,133.16,1070.4,1022
150.5,133.16,1070.4,1022
150.5,133.16,1070.4,1022
150.5,133.16,1070.4,1022
150.5,124.2,1070.4,980.93
129.68,138.33,1043.1,980.93
129.68,138.33,1043.1,980.93
122.75,138.33,1043.1,980.93
122.75,138.33,1043.1,980.93
122.75,132.46,1089,1010.2
184.33,132.46,1123.8,1010.2
154.29,132.46,1123.8,1010.2
143.48,132.46,1079.1,974.42
143.48,118.83,1079.1,974.77
143.48,124.45,1079.1,984.99
143.48,134.07,1079.1,984.99
143.48,134.07,1065.2,987.64
143.48,134.07,1065.2,987.64
143.48,140.15,1065.2,987.64
138.36,140.15,1039.9,987.64
138.36,140.15,1039.9,987.64
138.36,140.15,1039.9,1018.9
148.96,122.67,1039.9,1018.9
141.06,142.18,1103.7,1018.9
141.06,142.18,1103.7,1031.9
141.06,142.18,1103.7,1031.9
141.06,142.18,1103.7,1031.9
130.1,142.18,1151.6,1031.9
192.05,142.18,1151.6,997.47
192.05,142.18,1036.7,1005.9
192.05,140.29,1036.7,979.82
115.24,140.29,1036.7,979.82
115.24,140.29,1036.7,1046.3
149.68,140.29,1036.7,1046.3
149.68,140.29,1036.7,1046.3
132.83,130.81,1089,1054.9
132.83,130.81,997.66,1054.9
115.98,105.88,997.66,1063.1
115.98,116.06,997.66,1063.1
115.98,116.06,997.66,1063.1
123.62,116.06,997.66,1063.1
123.62,116.06,1074.3,1037
152.13,116.06,1025,1037
149.52,120.34,1025,1037
119.92,120.34,1045.5,1037
136.59,120.34,1045.5,1037
128.35,131.96,1045.5,989.98
188.74,136.86,1045.5,989.98
188.74,136.86,1045.5,989.98
147.96,128.05,1037.1,1056.1
147.96,128.05,1030.9,978.79
147.96,128.05,1030.9,978.79
156.57,149.28,1030.9,978.79
148.19,149.28,1030.9,978.79
148.19,157.11,1030.9,978.79
129.46,157.11,1030.9,978.79
118.67,134.15,1029.2,978.79
118.67,134.15,1029.2,978.79
118.67,134.15,1029.2,972.34
143.77,134.15,1029.2,972.34
143.77,134.15,1029.2,972.34
143.77,134.15,1029.2,972.34
143.77,134.15,1029.2,972.34
133.1,134.15,1029.2,972.34
133.1,134.15,1109.6,972.34
133.1,134.15,1102.5,1025.8
133.1,115.08,1022.5,1026.1
